"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"gridExtra","gridExtra","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.3",NA,NA,"gtable, grid, grDevices, graphics, utils",NA,"ggplot2, egg, lattice, knitr, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"gridGraphics","gridGraphics","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.5-1",NA,"grid, graphics","grDevices",NA,"magick (>= 1.3), pdftools (>= 1.6)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"gridtext","gridtext","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1.5",NA,"R (>= 3.5)","curl, grid, grDevices, markdown, rlang, Rcpp, png, jpeg,
stringr, xml2","Rcpp","covr, knitr, rmarkdown, testthat, vdiffr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"gt","gt","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.9.0",NA,"R (>= 3.2.0)","base64enc (>= 0.1-3), bigD (>= 0.2), bitops (>= 1.0-7), cli
(>= 3.6.0), commonmark (>= 1.8.1), dplyr (>= 1.1.0), fs (>=
1.6.1), glue (>= 1.6.2), htmltools (>= 0.5.4), htmlwidgets (>=
1.6.1), juicyjuice (>= 0.1.0), magrittr (>= 2.0.2), markdown
(>= 1.5), reactable (>= 0.4.3), rlang (>= 1.0.2), sass (>=
0.4.5), scales (>= 1.2.1), tibble (>= 3.1.8), tidyselect (>=
1.2.0), xml2 (>= 1.3.3)",NA,"covr, digest (>= 0.6.31), ggplot2, knitr, lubridate,
paletteer, RColorBrewer, rmarkdown (>= 2.20), rvest, shiny (>=
1.7.4), testthat (>= 3.1.6), tidyr, webshot2 (>= 0.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"gtable","gtable","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.3.3",NA,"R (>= 3.5)","cli, glue, grid, lifecycle, rlang (>= 1.1.0)",NA,"covr, ggplot2, knitr, profvis, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"gtools","gtools","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","3.9.4",NA,"methods, stats, utils",NA,NA,"car, gplots, knitr, rstudioapi, SGP, taxize",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"gtsummary","gtsummary","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.7.1",NA,"R (>= 3.4)","broom (>= 1.0.1), broom.helpers (>= 1.12.0), cli (>= 3.1.1),
dplyr (>= 1.1.1), forcats (>= 1.0.0), glue (>= 1.6.2), gt (>=
0.9.0), knitr (>= 1.37), lifecycle (>= 1.0.1), purrr (>=
0.3.4), rlang (>= 1.0.3), stringr (>= 1.4.0), tibble (>=
3.2.1), tidyr (>= 1.1.4), vctrs (>= 0.5.2)",NA,"aod (>= 1.3.1), broom.mixed (>= 0.2.9), car (>= 3.0-11),
cmprsk, covr, effectsize (>= 0.6.0), emmeans (>= 1.7.3),
flextable (>= 0.8.1), geepack, ggstats (>= 0.2.1), Hmisc,
huxtable (>= 5.4.0), insight (>= 0.15.0), kableExtra (>=
1.3.4), lme4, mgcv, mice (>= 3.10.0), nnet, officer, openxlsx,
parameters (>= 0.20.2), parsnip (>= 0.1.7), rmarkdown, sandwich
(>= 3.0.1), scales, smd (>= 0.6.6), spelling (>= 2.2), survey,
survival (>= 3.2-11), testthat (>= 3.0.4), tidycmprsk (>=
0.1.2), workflows (>= 0.2.4)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"HardyWeinberg","HardyWeinberg","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.7.5",NA,"R (>= 1.8.0), mice, Rsolnp, nnet","Rcpp","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"haven","haven","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.5.2",NA,"R (>= 3.4)","cli (>= 3.0.0), forcats (>= 0.2.0), hms, lifecycle, methods,
readr (>= 0.1.0), rlang (>= 0.4.0), tibble, tidyselect, vctrs
(>= 0.3.0)","cpp11","covr, crayon, fs, knitr, pillar (>= 1.4.0), rmarkdown,
testthat (>= 3.0.0), utf8",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"here","here","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.1",NA,NA,"rprojroot (>= 2.0.2)",NA,"conflicted, covr, fs, knitr, palmerpenguins, plyr, readr,
rlang, rmarkdown, testthat, uuid, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"highr","highr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.10",NA,"R (>= 3.3.0)","xfun (>= 0.18)",NA,"knitr, markdown, testit",NA,"GPL",NA,NA,NA,NA,"no","4.3.0"
"Hmisc","Hmisc","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","5.1-0",NA,NA,"methods, ggplot2, cluster, rpart, nnet, foreign, gtable, grid,
gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc, colorspace, rmarkdown, knitr, Formula",NA,"survival, qreport, acepack, chron, rms, mice, rstudioapi,
tables, plotly (>= 4.5.6), rlang, plyr, VGAM, leaps, pcaPP,
digest, parallel, polspline, abind, kableExtra, rio, lattice,
latticeExtra, gt, sparkline, jsonlite, htmlwidgets",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"hms","hms","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.3",NA,NA,"lifecycle, methods, pkgconfig, rlang (>= 1.0.2), vctrs (>=
0.3.8)",NA,"crayon, lubridate, pillar (>= 1.1.0), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"htmlTable","htmlTable","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.4.1",NA,NA,"stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)",NA,"testthat, XML, xml2, Hmisc, reshape, rmarkdown, chron,
lubridate, tibble, purrr, tidyselect, glue, rlang, tidyr (>=
0.7.2), dplyr (>= 0.7.4)",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"htmltools","htmltools","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.5.5",NA,"R (>= 2.14.1)","utils, digest, grDevices, base64enc, rlang (>= 0.4.10),
fastmap (>= 1.1.0), ellipsis",NA,"markdown, testthat, withr, Cairo, ragg, shiny","knitr","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"htmlwidgets","htmlwidgets","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.6.2",NA,NA,"grDevices, htmltools (>= 0.5.4), jsonlite (>= 0.9.16), yaml,
knitr (>= 1.8), rmarkdown",NA,"testthat","shiny (>= 1.1)","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"httpcode","httpcode","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.3.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"httpuv","httpuv","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.6.11",NA,"R (>= 2.15.1)","Rcpp (>= 1.0.7), utils, R6, promises, later (>= 0.8.0)","Rcpp, later","testthat, callr, curl, websocket",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"httr","httr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4.6",NA,"R (>= 3.5)","curl (>= 3.0.0), jsonlite, mime, openssl (>= 0.8), R6",NA,"covr, httpuv, jpeg, knitr, png, readr, rmarkdown, testthat
(>= 0.8.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"httr2","httr2","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.2.3",NA,"R (>= 3.4)","cli (>= 3.0.0), curl, glue, magrittr, openssl, R6, rappdirs,
rlang (>= 1.0.0), withr",NA,"askpass, bench, clipr, covr, docopt, httpuv, jose, jsonlite,
knitr, purrr, rmarkdown, testthat (>= 3.0.0), tibble, webfakes,
xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"hypergeo","hypergeo","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2-13",NA,"R (>= 3.1.0),","elliptic (>= 1.3-5), contfrac (>= 1.1-9), deSolve",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"ids","ids","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.1",NA,NA,"openssl, uuid",NA,"knitr, rcorpora, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"igraph","igraph","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4.3",NA,"R (>= 3.0.2), methods","graphics, grDevices, magrittr, Matrix, pkgconfig (>= 2.0.0),
rlang, stats, utils","cpp11 (>= 0.2.0)","ape (>= 5.7-0.1), decor, digest, graph, igraphdata, rgl,
scales, stats4, tcltk, testthat, withr, vdiffr, knitr,
rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"ini","ini","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.3.1",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"insight","insight","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.19.2",NA,"R (>= 3.6)","methods, stats, utils",NA,"AER, afex, aod, BayesFactor, bayestestR, bbmle, bdsmatrix,
betareg, bife, biglm, blavaan, blme, boot, brms, broom, car,
carData, censReg, cgam, clubSandwich, coxme, cplm, crch, curl,
datawizard, effectsize, emmeans, epiR, estimatr, feisr, fixest,
fungible, gam, gamlss, gamlss.data, gamm4, gbm, gee, geepack,
geoR, GLMMadaptive, glmmTMB, gmnl, grDevices, gt, httr, interp,
ivreg, JM, knitr, lavaan, lavaSearch2, lfe, lme4, lmerTest,
lmtest, logistf, logitr, MASS, marginaleffects, Matrix,
mclogit, mclust, MCMCglmm, merTools, metaBMA, metadat, metafor,
metaplus, mgcv, mice, mlogit, mhurdle, mmrm, multgee,
nestedLogit, nlme, nnet, nonnest2, ordinal, panelr, parameters,
parsnip, pbkrtest, performance, plm, poorman, pscl, psych,
quantreg, rmarkdown, rms, rpart, robustbase, robustlmm,
rstanarm (>= 2.21.1), rstantools, rstudioapi, sandwich,
speedglm, splines, statmod, survey, survival, testthat,
truncreg, tweedie, TMB, VGAM",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"inspectdf","inspectdf","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.0.12",NA,"R (>= 3.5.0)","dplyr, ggplot2, ggfittext, magrittr, progress, Rcpp, rlang,
tibble, tidyr","Rcpp","testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"isoband","isoband","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.2.7",NA,NA,"grid, utils",NA,"covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"iterators","iterators","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.14",NA,"R (>= 2.5.0), utils",NA,NA,"RUnit, foreach",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.3.0"
"janeaustenr","janeaustenr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.0",NA,"R (>= 3.5)",NA,NA,"dplyr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"janitor","janitor","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.2.0",NA,"R (>= 3.1.2)","dplyr (>= 1.0.0), hms, lifecycle, lubridate, magrittr, purrr,
rlang, stringi, stringr, snakecase (>= 0.9.2), tidyselect (>=
1.0.0), tidyr (>= 0.7.0)",NA,"dbplyr, knitr, rmarkdown, RSQLite, sf, testthat (>= 3.0.0),
tibble, tidygraph",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"jpeg","jpeg","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1-10",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"jqr","jqr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.3",NA,"R (>= 3.1.2)","magrittr, lazyeval",NA,"jsonlite, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"jquerylib","jquerylib","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1.4",NA,NA,"htmltools",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"jskm","jskm","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.5",NA,"R (>= 3.4.0)","ggplot2, ggpubr, survival, survey, scales",NA,"testthat, knitr, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.0"
"jsmodule","jsmodule","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4.1",NA,"R (>= 3.4.0)","utils, stats, data.table, shiny, readxl, DT, jstable,
labelled, methods, GGally, ggplot2, haven, rstudioapi,
shinycustomloader, MatchIt(>= 3.0.0), survey, jskm(>= 0.4.4),
survival, purrr, geepack, maxstat, survIDINRI, timeROC,
shinyWidgets, pROC, Hmisc, see, readr, RColorBrewer, ggpubr,
officer, rvg, epiDisplay",NA,"testthat, shinytest, knitr, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.0"
"jsonify","jsonify","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.2",NA,"R (>= 3.3.0)","Rcpp (>= 0.12.18)","rapidjsonr (>= 1.2.0), Rcpp","covr, testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"jsonlite","jsonlite","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.8.4",NA,"methods",NA,NA,"httr, vctrs, testthat, knitr, rmarkdown, R.rsp, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"jstable","jstable","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.0",NA,"R (>= 3.4.0)","geepack, lme4, stats, data.table, labelled, tableone, coxme,
survival (>= 3.0.0), survey, methods, dplyr, purrr, magrittr,
tibble",NA,"testthat, knitr, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.0"
"juicyjuice","juicyjuice","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1.0",NA,NA,"V8 (>= 4.2.0)",NA,"testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"kableExtra","kableExtra","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.3.4",NA,"R (>= 3.1.0)","knitr (>= 1.16), magrittr, stringr (>= 1.0), xml2 (>= 1.1.1),
rvest, rmarkdown (>= 1.6.0), scales, viridisLite, stats,
grDevices, htmltools, rstudioapi, glue, tools, webshot, digest,
graphics, svglite",NA,"testthat, magick, formattable, sparkline",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"KernSmooth","KernSmooth","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.23-21","recommended","R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,"Unlimited",NA,NA,NA,NA,"yes","4.3.0"
"knitr","knitr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.43",NA,"R (>= 3.3.0)","evaluate (>= 0.15), highr, methods, tools, xfun (>= 0.39),
yaml (>= 2.1.19)",NA,"bslib, codetools, DBI (>= 0.4-1), digest, formatR, gifski,
gridSVG, htmlwidgets (>= 0.7), curl, jpeg, JuliaCall (>=
0.11.1), magick, markdown (>= 1.3), png, ragg, reticulate (>=
1.4), rgl (>= 0.95.1201), rlang, rmarkdown, sass, showtext,
styler (>= 1.2.0), targets (>= 0.6.0), testit, tibble,
tikzDevice (>= 0.10), tinytex, webshot, rstudioapi, xml2 (>=
1.2.0)",NA,"GPL",NA,NA,NA,NA,"no","4.3.0"
"kSamples","kSamples","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2-9",NA,"SuppDists","methods, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"labeling","labeling","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.4.2",NA,NA,"stats, graphics",NA,NA,NA,"MIT + file LICENSE | Unlimited",NA,NA,NA,NA,"no","4.3.0"
"labelled","labelled","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.11.0",NA,"R (>= 3.0)","haven (>= 2.4.1), dplyr (>= 1.0.0), lifecycle, rlang, vctrs,
stringr, tidyr",NA,"testthat, knitr, rmarkdown, questionr, snakecase, utf8, covr,
spelling","memisc","GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"later","later","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.3.1",NA,NA,"Rcpp (>= 0.12.9), rlang","Rcpp","knitr, rmarkdown, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"lattice","lattice","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.21-8","recommended","R (>= 4.0.0)","grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra, colorspace","chron","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"lava","lava","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.7.2.1",NA,"R (>= 3.0)","future.apply, grDevices, graphics, methods, numDeriv,
progressr, stats, survival, SQUAREM, utils",NA,"KernSmooth, Matrix, Rgraphviz, data.table, ellipse, fields,
geepack, graph, knitr, bookdown, rmarkdown, igraph (>= 0.6),
lavaSearch2, lme4, mets (>= 1.1), nlme, optimx, polycor,
quantreg, rgl, R.rsp (>= 0.40), targeted (>= 0.2), testthat (>=
0.11), visNetwork, zoo",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"lazyeval","lazyeval","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.2.2",NA,"R (>= 3.1.0)",NA,NA,"knitr, rmarkdown (>= 0.2.65), testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"learnr","learnr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.11.3",NA,NA,"checkmate, curl, digest, ellipsis (>= 0.2.0.1), evaluate,
htmltools (>= 0.3.5), htmlwidgets, jsonlite, knitr (>= 1.31),
lifecycle, markdown (>= 1.3), parallel, promises, rappdirs,
renv (>= 0.8.0), rlang, rmarkdown (>= 1.12.0), rprojroot, shiny
(>= 1.0), stats, utils, withr",NA,"bslib, callr, DBI (>= 0.4-1), httpuv, later, reticulate,
RSQLite, rstudioapi (>= 0.11), shinytest2, sortable, testthat
(>= 3.0.3)",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.3.0"
"lifecycle","lifecycle","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.3",NA,"R (>= 3.4)","cli (>= 3.4.0), glue, rlang (>= 1.0.6)",NA,"covr, crayon, knitr, lintr, rmarkdown, testthat (>= 3.0.1),
tibble, tidyverse, tools, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"linelist","linelist","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.0.1",NA,NA,"checkmate",NA,"callr, covr, dplyr, knitr, magrittr, outbreaks, rmarkdown,
testthat, tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"listenv","listenv","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.9.0",NA,"R (>= 3.1.2)",NA,NA,"R.utils, R.rsp, markdown",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.0"
"lme4","lme4","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1-33",NA,"R (>= 3.5.0), Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)","Rcpp (>= 0.10.5), RcppEigen","knitr, rmarkdown, MEMSS, testthat (>= 0.8.1), ggplot2,
mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR3,
numDeriv, car, dfoptim, mgcv, statmod, rr2, semEff, tibble,
merDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"lmerTest","lmerTest","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","3.1-3",NA,"R (>= 3.2.5), lme4 (>= 1.1-10), stats, methods","numDeriv, MASS, ggplot2",NA,"pbkrtest (>= 0.4-3), tools",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"lmtest","lmtest","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.9-40",NA,"R (>= 3.0.0), stats, zoo","graphics",NA,"car, strucchange, sandwich, dynlm, stats4, survival, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"lobstr","lobstr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.2",NA,"R (>= 3.2)","crayon, methods, prettyunits, rlang (>= 1.0.0)","cpp11 (>= 0.4.2)","covr, pillar, pkgdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"lsr","lsr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.5.2",NA,NA,"graphics, grDevices, methods, stats",NA,"testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"lubridate","lubridate","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.9.2",NA,"methods, R (>= 3.2)","generics, timechange (>= 0.1.1)",NA,"covr, knitr, rmarkdown, testthat (>= 2.1.0), vctrs (>= 0.5.0)","chron, data.table, timeDate, tis, zoo","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"magick","magick","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.7.4",NA,NA,"Rcpp (>= 0.12.12), magrittr, curl","Rcpp","av (>= 0.3), spelling, jsonlite, methods, knitr, rmarkdown,
rsvg, webp, pdftools, ggplot2, gapminder, IRdisplay, tesseract
(>= 2.0), gifski",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"magrittr","magrittr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.0.3",NA,"R (>= 3.4.0)",NA,NA,"covr, knitr, rlang, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"maps","maps","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","3.4.1",NA,"R (>= 3.5.0)","graphics, utils",NA,"mapproj (>= 1.2-0), mapdata (>= 2.3.0), sp, rnaturalearth",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"markdown","markdown","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.7",NA,"R (>= 2.11.1)","utils, commonmark (>= 1.9.0), xfun (>= 0.38)",NA,"knitr, rmarkdown (>= 2.18), yaml, RCurl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"MASS","MASS","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","7.3-60","recommended","R (>= 4.0), grDevices, graphics, stats, utils","methods",NA,"lattice, nlme, nnet, survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"MatchIt","MatchIt","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.5.3",NA,"R (>= 3.5.0)","backports (>= 1.1.9), chk (>= 0.8.1), rlang (>= 1.1.0), Rcpp
(>= 1.0.10), utils, stats, graphics","Rcpp, RcppProgress","optmatch (>= 0.10.6), Matching, rgenoud, quickmatch (>=
0.2.1), nnet, rpart, mgcv, CBPS (>= 0.17), dbarts, randomForest
(>= 4.7-1), glmnet (>= 4.0), gbm (>= 2.1.7), cobalt (>= 4.2.3),
boot, marginaleffects (>= 0.11.0), sandwich (>= 2.5-1),
survival, RcppProgress (>= 0.4.2), Rglpk, Rsymphony, gurobi,
knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"Matrix","Matrix","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.5-4.1","recommended","R (>= 3.5.0), methods","graphics, grid, lattice, stats, utils",NA,"MASS, expm","MatrixModels, SparseM, graph, igraph, maptools, sfsmisc, sp,
spdep","GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.3.0"
"MatrixModels","MatrixModels","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.5-1",NA,"R (>= 3.6.0)","stats, methods, Matrix (>= 1.4-2)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"matrixStats","matrixStats","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.63.0",NA,"R (>= 2.12.0)",NA,NA,"base64enc, ggplot2, knitr, markdown, microbenchmark,
R.devices, R.rsp",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.3.0"
"maxstat","maxstat","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.7-25",NA,"R (>= 1.7.0)","exactRankTests(>= 0.8-23), mvtnorm(>= 0.5-10), stats, graphics",NA,"TH.data, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"mc2d","mc2d","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1-22",NA,"R (>= 2.10.0), mvtnorm","stats, grDevices, graphics, utils",NA,"fitdistrplus, survival, testthat (>= 3.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"memoise","memoise","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.0.1",NA,NA,"rlang (>= 0.4.10), cachem",NA,"digest, aws.s3, covr, googleAuthR, googleCloudStorageR, httr,
testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"methods","methods","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.3.0","base",NA,"utils, stats",NA,"codetools",NA,"Part of R 4.3.0",NA,NA,NA,NA,"yes","4.3.0"
